,Name,Price,Stores,Rating,Votes,Type,Connection,Colors,Switches
597,Logitech G512 Carbon (GX Blue),99.90 ,13,4.9,11,,,0,GX Blue
598,Razer Ornata Chroma,84.90 ,9,4.5,224,,,0,Membrane
599,Zeroground KB-1900GUHMS Sumiko Bundle,35.99 ,43,4.0,7,,,0,Membrane
600,Sharkoon Skiller Mech SGK3 (Kailh Red),63.87 ,13,4.9,15,,,0,Kailh Red
601,Motospeed CK61 (Outemu Blue),41.69 ,5,4.4,28,,,0,Outemu Blue
602,Motospeed CK108 (Outemu Red),38.77 ,15,4.6,172,,,0,Outemu Red
603,HyperX Alloy FPS RGB,94.08 ,9,4.8,13,,,0,Kailh Speed Silver
604,Corsair K68 RGB,109.90 ,25,4.4,18,,,0,Cherry MX Red
605,NOD Iron Strike,39.90 ,32,4.7,3,,,0,Xinda Blue
606,Armaggeddon MKA-3C Psychfalcon,30.00 ,15,4.5,39,,,0,Outemu Blue
607,CoolerMaster MK110,43.29 ,6,5.0,5,,,0,Membrane
608,CoolerMaster MK730,123.00 ,7,5.0,6,,,0,Cherry MX Brown
609,Motospeed Inflictor CK104 Silver (Outemu Red),36.83 ,13,4.7,914,,,2,Outemu Red
610,Motospeed Inflictor CK104 RGB Silver (Outemu Blue),35.38 ,17,4.7,914,,,2,Outemu Blue
611,Logitech G413 Black,72.90 ,22,4.6,74,,,2,Romer-G Tactile
612,Motospeed Inflictor CK104 RGB Silver (Outemu Black),35.02 ,12,4.7,914,,,2,Outemu Black
613,Razer Huntsman Black,108.39 ,28,4.5,27,,,3,Razer Clicky
614,Motospeed Inflictor CK104 RGB Red (Outemu Red),31.71 ,13,4.7,914,,,2,Outemu Red
615,Motospeed Inflictor CK104 RGB Red (Outemu Blue),31.49 ,18,4.7,914,,,2,Outemu Blue
616,Motospeed CK103 White (Outemu Blue),43.81 ,9,4.8,45,,,2,Outemu Blue
617,Motospeed K82 Black (Outemu Blue),38.30 ,14,4.8,12,,,2,Outemu Blue
618,Logitech G413 Silver,68.99 ,28,4.6,74,,,2,Romer-G Tactile
619,Motospeed CK62 RGB White (Outemu Red),46.00 ,0,4.4,27,,,2,Outemu Red
620,Motospeed K70,9.54 ,18,4.5,112,,,0,Membrane
621,Logitech G512 SE RGB,99.90 ,7,4.6,11,,,0,GX Blue
622,Razer BlackWidow Chroma (Razer Green),103.50 ,20,4.6,46,,,0,Razer Green
623,Razer Blackwidow Lite,83.55 ,24,4.4,9,,,0,Razer Orange
624,Armaggeddon RGB Raptor MKA-11R,46.60 ,11,4.9,7,,,0,Outemu Blue
625,White Shark GC-4102,28.60 ,8,4.3,12,,,0,Membrane
626,Orzly RX250-K,12.90 ,0,4.9,7,,,0,Key Lights
627,Motospeed CK103 Black (Outemu Red),39.49 ,12,4.8,45,,,0,Outemu Red
628,A4Tech Bloody B120N,22.90 ,37,5.0,1,,,0,Membrane
629,A4Tech B500N,24.50 ,35,5.0,1,,,0,Membrane
630,CoolerMaster CK550 (Gateron Brown),77.64 ,8,4.5,23,,,0,Gateron Brown
631,Trust GXT 838 Azor,28.90 ,9,4.4,24,,,0,Membrane
632,SteelSeries Apex Pro TKL,209.90 ,0,5.0,5,,,0,SteelSeries OmniPoint
633,SteelSeries Apex Pro,230.00 ,7,4.7,10,,,0,SteelSeries OmniPoint
634,CoolerMaster CK350 (Outemu Brown),56.49 ,3,5.0,5,,,0,Outemu Brown
635,Motospeed K87S White (Kailh Blue),48.04 ,8,4.7,26,,,0,Kailh Blue
636,HyperX Alloy FPS Pro (Cherry MX Red),75.00 ,12,4.5,37,,,0,Cherry MX Red
637,Asus ROG Strix Flare,169.90 ,0,5.0,7,,,0,Key Lights
638,Armaggeddon MKA-2C Psychraven,25.70 ,13,5.0,2,,,0,Membrane
639,HyperX Alloy Core RGB,55.40 ,11,4.8,5,,,0,Membrane
640,Armaggeddon MKA-5R,35.00 ,5,4.8,5,,,0,Custom Blue
641,Spartan Gear Minotaur,19.98 ,10,4.5,13,,,0,Custom Mechanical
642,Dell Alienware Pro Gaming Keyboard AW768,107.16 ,10,4.8,6,,,0,Kailh Brown
643,SteelSeries Apex 5,132.90 ,12,5.0,2,,,0,SteelSeries Hybrid Mechanical
644,Motospeed CK888 (Outemu Red),47.99 ,4,4.4,82,,,0,Outemu Red
645,ADX Firepower A01,24.90 ,0,5.0,4,,,0,Membrane
646,Orzly Hornet RX250 Essential Pack,36.90 ,0,4.8,5,,,0,Membrane
647,Motospeed K27 (Outemu Red),20.64 ,6,4.7,7,,,0,Outemu Red
648,Motospeed K87S White (Kailh Red),47.75 ,7,4.7,26,,,0,Kailh Red
649,Trust GXT 865 Asta,49.69 ,13,5.0,3,,,0,GTX Red
650,Spirit of Gamer Pro K5,19.20 ,14,4.7,7,,,0,Membrane
651,NOD Silver Sky,22.90 ,6,4.6,16,,,0,Membrane
652,Logitech G513 Carbon (GX Blue),179.90 ,4,4.5,24,,,0,GX Blue
653,Razer Cynosa Chroma,79.00 ,5,4.4,65,,,0,Membrane
654,Natec Tornado,34.68 ,2,5.0,4,,,0,Custom Blue
655,Motospeed CK104 Orion Special Edition RGB Silver (Outemu Red),37.30 ,6,5.0,3,,,0,Outemu Red
656,Philips SPK8403,56.00 ,0,4.7,11,,,0,Custom Blue
657,Sharkoon Skiller Mech SGK3 (Kailh Brown),64.37 ,11,4.9,15,,,0,Kailh Brown
658,Spartan Gear Cyclops,34.98 ,11,4.4,13,,,0,Outemu Blue
659,Logitech G Pro,127.58 ,18,4.2,25,,,0,GX Blue
660,Corsair K63 Wireless,169.00 ,2,5.0,4,,,0,Cherry MX Red
661,HyperX Alloy Elite RGB (Cherry MX Red),127.90 ,4,4.8,6,,,0,Cherry MX Red
662,Dell Alienware Mechanical AW310K Dark side of the moon,79.00 ,19,5.0,1,,,0,Cherry MX Red
663,A4Tech Bloody B930 (LK Libra Brown),59.99 ,3,5.0,4,,,0,LK Libra Brown
664,Redragon S101-BA,99.90 ,0,5.0,5,,,0,Membrane
665,Motospeed CK103 Black (Outemu Blue),41.70 ,9,4.8,45,,,2,Outemu Blue
666,Motospeed CK62 RGB Black (Outemu Red),50.37 ,8,4.4,27,,,2,Outemu Red
667,Trust GXT 830-RW Avonn,18.00 ,16,4.7,6,,,2,Membrane
668,Logitech G613,99.98 ,16,4.4,8,,,0,Romer-G Tactile
669,Patriot Viper V760,96.60 ,6,5.0,6,,,0,Kailh Brown
670,Motospeed CK888 Silver (Outemu Blue),46.70 ,9,4.4,82,,,0,Outemu Blue
671,FanTech K613L,24.80 ,0,5.0,3,,,0,Membrane
672,Xtrike Me GK-980,24.80 ,2,5.0,2,,,0,Key Lights
673,Corsair K65 Lux RGB,187.00 ,0,5.0,7,,,0,Cherry MX Red
674,Motospeed K95 (Outemu Blue),29.79 ,11,4.1,7,,,0,Outemu Blue
675,CoolerMaster CK530 (Gateron Red),79.79 ,4,5.0,3,,,0,Gateron Red
676,Dell Alienware AW510K Dark Side of the Moon,129.90 ,16,5.0,1,,,0,Cherry MX Red Low Profile
677,Corsair K65 RGB Rapidfire,145.00 ,3,5.0,5,,,0,Cherry MX Speed
678,Fury Thunderstreak 4W1,24.00 ,9,4.2,51,,,0,Key Lights
679,Spirit of Gamer Xpert G700,69.50 ,3,5.0,2,,,0,Custom Blue
680,Redragon Visnu RGB,48.50 ,2,5.0,4,,,0,Custom Blue
681,Motospeed CK103 Side Laser (Outemu Blue),54.85 ,6,5.0,2,,,0,Outemu Blue
682,Motospeed CK98,69.08 ,9,5.0,3,,,0,Kailh Box White
683,Motospeed GK82 Pink (Outemu Red),45.00 ,5,5.0,4,,,0,Outemu Red
684,Corsair K95 RGB Platinum Black (Cherry MX Brown),229.00 ,2,4.6,18,,,0,Cherry MX Brown
685,Razer Tartarus Pro Black,128.50 ,19,4.5,4,,,0,Razer Analog Optical
686,Corsair K70 RGB MK.2 (Cherry MX Brown),176.50 ,3,4.9,15,,,0,Cherry MX Brown
687,CoolerMaster Devastator III RGB,33.99 ,7,4.2,50,,,0,Membrane
688,Roccat Vulcan 120 Aimo,219.00 ,0,5.0,3,,,0,Titan Tactile
689,Spartan Gear Centaur,15.88 ,9,4.4,8,,,0,Membrane
690,Motospeed GK82 (Outemu Brown),47.00 ,2,5.0,4,,,0,Outemu Brown
691,Razer BlackWidow Ultimate Water Resistant,119.00 ,0,4.6,11,,,0,Key Lights
692,Logitech G513 Carbon (Romer-G Tactile),139.00 ,8,4.5,24,,,0,Romer-G Tactile
693,Motospeed CK61 (Outemu Red),41.69 ,9,4.4,28,,,0,Outemu Red
694,Sades K13 Sickle (Kailh Red),54.73 ,38,4.0,1,,,0,Kailh Red
695,Cougar Vantar,55.00 ,0,4.8,5,,,0,Membrane
696,Patriot Viper 770,108.50 ,9,4.5,10,,,0,Kailh Red
697,HyperX Alloy FPS (Cherry MX Blue),89.90 ,0,4.6,25,,,0,Cherry MX Blue
698,Corsair K70 RGB MK.2 Low Profile RAPIDFIRE (Cherry MX Speed),134.00 ,22,4.0,1,,,0,Cherry MX Speed
699,Redragon Kala RGB LED,48.10 ,3,4.8,6,,,0,Custom Blue
700,Corsair K70 Lux (Cherry MX Brown),170.00 ,0,4.6,28,,,0,Cherry MX Brown
701,CoolerMaster MS110,48.91 ,5,3.9,17,,,0,Membrane
702,HyperX Alloy FPS (Cherry MX Red),100.61 ,0,4.6,25,,,0,Cherry MX Red
703,Genesis Thor 300 TKL (Outemu Blue),39.90 ,2,5.0,2,,,0,Outemu Blue
704,Motospeed CK87s White (Outemu Red),53.00 ,0,5.0,2,,,0,Outemu Red
705,Trust GXT 860,39.49 ,13,4.7,3,,,0,Membrane
706,Zeroground KB-1600GUMS,18.90 ,34,3.4,24,,,0,Membrane
707,HyperX Alloy Origins,115.99 ,10,5.0,8,,,0,HyperX Aqua
708,Genesis Rhod 400 RGB,22.40 ,3,4.6,9,,,0,Membrane
709,CoolerMaster SK621,218.36 ,0,5.0,2,,,0,Cherry MX Red Low Profile
710,Razer Huntsman Mini (Razer Clicky),119.90 ,4,5.0,1,,,0,Razer Clicky
711,Motospeed CK62 RGB Black (Outemu Blue),44.38 ,15,4.4,27,,,2,Outemu Blue
712,Motospeed CK80 Silver (Silver Switches),55.00 ,10,5.0,2,,,2,Custom Silver
713,Motospeed CK62 RGB White (Outemu Blue),40.00 ,6,4.4,27,,,2,Outemu Blue
714,Razer Huntsman Quartz Pink,163.90 ,13,4.5,27,,,3,Razer Clicky
715,Armaggeddon MKO 13R Enterprise Black,63.00 ,12,5.0,1,,,2,Custom Mechanical
716,Spirit of Gamer Elite K10,22.60 ,11,5.0,2,,,0,Membrane
717,Razer BlackWidow Ultimate 2016,179.90 ,0,4.5,81,,,0,Razer Green
718,Cougar Deathfire EX,50.00 ,2,4.8,5,,,0,Membrane
719,Corsair K63,99.99 ,2,5.0,3,,,0,Cherry MX Red
720,White Shark Samurai,24.20 ,15,4.3,6,,,0,Membrane
721,Trust GXT 1180RW,36.99 ,15,3.9,11,,,0,Membrane
722,Sades Frost Staff,65.10 ,35,0.0,0,,,0,LK Blue
723,HP Omen 1100,69.90 ,17,5.0,1,,,0,Custom Mechanical
724,A4Tech Bloody B2500,45.40 ,36,3.0,1,,,0,Membrane
725,Trust GXT 856 Torac,23.80 ,8,4.5,2,,,0,Membrane
726,HyperX Alloy FPS Pro (Cherry MX Blue),78.10 ,7,4.5,37,,,0,Cherry MX Blue
727,iMice AK-400 Black,18.41 ,8,5.0,1,,,0,No Info
728,Motospeed CK99 RGB (Cherry MX Red),75.34 ,9,5.0,1,,,0,Cherry MX Red
729,Sharkoon Skiller SGK4,36.90 ,3,5.0,2,,,0,Membrane
730,Canyon Argama Gaming Set,72.80 ,7,5.0,1,,,0,Keyboard and Mouse Set
731,Powertech Roar PT-184,19.00 ,16,5.0,2,,,0,Membrane
732,Roccat Isku+ Force FX,65.41 ,6,5.0,2,,,0,Membrane
733,Motospeed K70L,14.00 ,5,5.0,1,,,0,Key Lights
734,Corsair K70 Lux RGB (Cherry MX Red),161.49 ,0,4.4,48,,,0,Cherry MX Red
735,Logitech G915 Lightspeed (GL Clicky),229.90 ,7,5.0,5,,,0,GL Clicky
736,Patriot Viper 730,54.50 ,5,4.4,16,,,0,Kailh Brown
737,A4Tech Bloody B975 (LK Libra Orange),60.06 ,9,5.0,1,,,0,LK Libra Orange
738,Genesis Thor 300 TKL (Outemu Red),55.00 ,0,4.4,17,,,0,Outemu Red
739,Motospeed CK104 Orion Special Edition RGB Silver (Outemu Blue),37.30 ,5,5.0,3,,,0,Outemu Blue
740,Asus ROG Claymore Core with Numpad,189.90 ,4,4.5,10,,,0,Cherry MX Brown
741,Spartan Gear Lochos (Xinda Blue),27.80 ,3,5.0,1,,,0,Xinda Blue
742,Xtrike Me GK-979 (Custom Blue),23.29 ,3,4.5,2,,,0,Custom Blue
743,Armaggeddon MKA-17 ProGaming,79.40 ,12,4.0,3,,,0,Custom Blue
744,Lamtech LAM021325,11.00 ,9,3.8,5,,,0,Key Lights
745,Armaggeddon AK-999 SFX,18.90 ,12,4.5,2,,,0,Membrane
746,Logitech G815 Lightsync RGB (GL Clicky),179.90 ,6,5.0,1,,,0,GL Clicky
747,Savio Tempest RX Green (Outemu Brown),28.38 ,2,5.0,1,,,0,Outemu Brown
748,Asus Sagaris GK1100,96.60 ,4,5.0,2,,,0,Custom Mechanical
749,Redragon K556 RGB,54.01 ,0,5.0,2,,,0,Custom Brown
750,Genesis Thor 200 RGB,33.21 ,9,4.0,7,,,0,Custom Mechanical
751,Razer Ornata V2,99.40 ,18,0.0,0,,,0,Key Lights
752,Nedis Single-Handed,31.55 ,23,0.0,0,,,0,Membrane
753,Motospeed K83 (Outemu Blue),33.52 ,11,3.7,29,,,0,Outemu Blue
754,Razer Tartarus v2,70.36 ,24,3.6,5,,,0,Membrane
755,Sades SA-D10,38.53 ,22,0.0,0,,,0,Key Lights
756,Motospeed K27 (Outemu Blue),20.64 ,3,4.7,7,,,0,Outemu Blue
757,Redragon Anala K558,55.00 ,0,5.0,2,,,0,Outemu Blue
758,CMK-188 Rainbow,14.33 ,4,3.9,10,,,0,Membrane
759,Sharkoon Skiller SGK5,38.56 ,3,5.0,1,,,0,Membrane
760,FanTech Pantheon MK871 Tournament Edition,64.00 ,2,5.0,2,,,0,Kailh Blue
761,Motospeed K24,19.00 ,0,5.0,1,,,0,Outemu Blue
762,Motospeed Inflictor CK104 RGB Silver (Outemu Brown),35.22 ,11,4.7,914,,,2,Outemu Brown
763,Motospeed CK89 Black (Kaili Box White),61.52 ,7,5.0,2,,,2,Kailh Box White
764,Marvo KG959G,44.64 ,5,5.0,1,,,0,Outemu Blue
765,Creative Sound Blaster X Vanguard K08,99.00 ,0,4.3,18,,,0,Press
766,Sharkoon PureWriter TKL RGB,77.98 ,3,5.0,1,,,0,Kailh Blue
767,Hori Tactical Assault Commander Pro M2,126.81 ,5,5.0,1,,,0,Custom Mechanical
768,Marvo CM303,47.90 ,2,5.0,1,,,0,Membrane
769,CoolerMaster SK650,144.89 ,4,5.0,1,,,0,Cherry MX Red Low Profile
770,Asus TUF Gaming Combo,132.59 ,0,5.0,1,,,0,Membrane
771,Esperanza Illuminated EK133,9.64 ,5,5.0,1,,,0,Membrane
772,Esperanza Illuminated Hunter,13.60 ,9,4.5,2,,,0,Membrane
773,Cougar Aurora,38.00 ,1,5.0,1,,,0,Membrane
774,A4Tech Bloody B930 (LK Libra Orange),55.17 ,2,5.0,4,,,0,LK Libra Orange
775,Weibo WB-570,15.60 ,2,4.5,2,,,0,Key Lights
776,Roccat Vulcan 121 Aimo,187.90 ,4,5.0,1,,,0,Custom Mechanical
777,Logitech G915 Lightspeed (GL Linear),260.00 ,2,5.0,5,,,0,GL Linear
778,Corsair K57 RGB,169.90 ,0,5.0,1,,,0,Membrane
779,Zeroground KB-2200G Shoyen,20.90 ,5,4.5,4,,,0,Membrane
780,Gamesir GK100,44.90 ,0,4.4,5,,,0,Custom Blue
781,HAMA uRAGE Illumination 2in1,17.65 ,0,5.0,1,,,0,Membrane
782,Zeroground KB-2100G Soki,15.90 ,7,4.0,26,,,0,Membrane
783,Tracer Commando,18.50 ,6,4.7,3,,,0,Membrane
784,LogiLink Illuminated one-hand gaming keyboard,19.00 ,1,5.0,1,,,0,Key Lights
785,ADX Firefight ADXOK0119,44.90 ,0,5.0,1,,,0,Custom Mechanical
786,Sharkoon Skiller Mech SGK3 (Kailh Blue),63.00 ,1,5.0,1,,,0,Kailh Blue
787,ADX ADXA0419,39.90 ,0,5.0,1,,,0,Membrane
788,Motospeed CK61 (Kailh Short),59.90 ,0,4.4,28,,,0,Kailh Short
789,Tracer Battle Heroes Shinook USB,14.85 ,3,4.8,4,,,0,Membrane
790,Razer Blackwidow Lite Stormtrooper Edition,94.68 ,2,5.0,1,,,0,Razer Orange
791,Redragon K505 RGB LED Backlit,28.00 ,3,5.0,1,,,0,Full Size
792,Gamdias Hermes P2,77.90 ,2,5.0,1,,,0,Gamdias
793,CoolerMaster CK550 (Gateron Blue),90.37 ,0,4.5,23,,,0,Gateron Blue
794,Zeroground KB-1800GUHMS,28.99 ,9,3.7,16,,,0,Membrane
795,Azio Mk Retro,159.00 ,0,5.0,2,,,0,Custom Blue
796,Razer Blackwidow Ultimate 2017,114.00 ,0,4.5,2,,,0,Key Lights
797,Redragon Visnu R,38.00 ,0,4.5,2,,,0,Custom Mechanical
798,Roccat Vulcan 100 Aimo,179.00 ,2,5.0,1,,,0,Titan Tactile
799,Rebeltec Patrol,10.90 ,5,4.5,2,,,0,Membrane
800,Omega OK-26 M-Dia,5.95 ,4,4.3,3,,,0,Membrane
801,A4Tech Bloody B820R,58.90 ,4,5.0,1,,,0,LK Blue
802,Gembird KB-UML-01,15.10 ,5,4.0,6,,,0,Membrane
803,Roccat Suora FX,149.00 ,0,5.0,2,,,0,Custom Mechanical
804,A4Tech Bloody B314,30.52 ,2,4.7,3,,,0,Custom Mechanical
805,Gamesir VX AimSwitch,119.90 ,0,5.0,1,,,0,Custom Blue
806,Redragon Aryaman K569,68.00 ,0,5.0,1,,,0,Outemu Blue
807,A4Tech Bloody B975 (LK Libra Brown),77.90 ,20,5.0,1,,,0,LK Libra Brown
808,Logitech G910 Orion Spectrum,125.00 ,4,4.1,24,,,0,Romer-G Tactile
809,Motospeed K82 Pink (Outemu Red),44.00 ,5,4.8,12,,,2,Outemu Red
810,Gembird KB-UML3-01,8.72 ,10,3.8,6,,,2,Membrane
811,Motospeed CK101 White (Outemu Blue),39.60 ,7,4.0,22,,,2,Outemu Blue
812,MSI GK-701,119.00 ,2,5.0,2,,,0,Cherry MX Brown
813,Trust GXT 890,67.00 ,3,4.0,21,,,0,Outemu Red
814,SteelSeries Apex 3,78.90 ,15,0.0,0,,,0,Membrane
815,Dell Alienware AW510K Lunar Light,134.37 ,14,0.0,0,,,0,Cherry MX Red Low Profile
816,Redragon K576-R,46.90 ,0,4.3,3,,,0,Custom Blue
817,A4Tech Bloody B860,59.90 ,5,5.0,1,,,0,LK Blue
818,Hori Tactical Assault Commander New Tac 4,99.64 ,10,4.5,2,,,0,Custom Mechanical
819,A4Tech Bloody B2278,29.90 ,2,4.2,5,,,0,Custom Mechanical
820,Motospeed CK95,37.00 ,2,4.2,5,,,0,Outemu Blue
821,Weibo WB-539,17.99 ,5,5.0,1,,,0,Membrane
822,CoolerMaster MasterKeys MK750,129.00 ,4,5.0,1,,,0,Cherry MX Brown
823,HP Pavilion Gaming Keyboard 500,43.67 ,17,3.0,3,,,0,Custom Red
824,Trust GXT 850 Metal,39.90 ,0,4.7,3,,,0,Key Lights
825,Redragon Yaksa,42.00 ,0,4.7,3,,,0,Key Lights
826,Cougar Puri TKL (Cherry MX White),80.90 ,1,5.0,1,,,0,Cherry MX White
827,Sharkoon PureWriter RGB (Kailh Red),79.12 ,4,4.5,2,,,0,Kailh Red
828,Sound Friend SF-K003,8.90 ,0,5.0,2,,,0,Membrane
829,Armaggeddon Psych Raven,37.80 ,14,3.0,1,,,0,Custom Blue
830,SteelSeries Apex 150,69.00 ,3,4.1,7,,,0,Membrane
831,SteelSeries Apex 7 TKL (Steelseries Red),149.90 ,10,4.0,1,,,0,SteelSeries Red
832,A4Tech B3370R,34.49 ,0,4.0,1,,,0,Custom Mechanical
833,SilentiumPC GK530 Tournament (Kailh Blue),51.00 ,0,0.0,0,,,0,Kailh Blue
834,Redragon Yama,86.00 ,0,5.0,7,,,0,Custom Brown
835,Razer Cynosa Lite & Abyssus Lite Bundle,75.00 ,0,4.0,3,,,0,Key Lights
836,Zeroground KB-1500GUMS,35.00 ,0,4.1,70,,,0,Key Lights
837,Havit KB435L,49.00 ,4,4.0,2,,,0,Custom Mechanical
838,Motospeed CK666,42.19 ,10,3.8,18,,,0,Outemu Blue
839,Spirit of Gamer Pro Gaming Pack 3 in 1,30.70 ,15,0.0,0,,,0,Membrane
840,Sandberg Hailstorm Mech Keyboard Uk,81.58 ,5,5.0,1,,,0,Outemu Blue
841,Spirit of Gamer CLA-XK500,44.50 ,14,0.0,0,,,0,Custom Mechanical
842,Motospeed K83 (Outemu Red),32.68 ,11,3.7,29,,,0,Outemu Red
843,Q-801,17.77 ,14,3.5,2,,,0,Membrane
844,CoolerMaster Suppressor,39.80 ,1,4.3,24,,,0,Membrane
845,Fury Spitfire RGB,13.29 ,6,4.5,2,,,0,Membrane
846,Corsair K83 Wireless Entertainment,102.90 ,13,0.0,0,,,0,Membrane
847,Armaggeddon AK-666SFX,17.50 ,10,4.0,2,,,0,Membrane
848,Genesis RHOD 110,8.99 ,3,5.0,1,,,0,Membrane
849,Motospeed GK89 Black (Outemu Black),45.00 ,6,4.0,1,,,0,Outemu Black
850,Natec Hellfire 2,8.46 ,10,0.0,0,,,0,Membrane
851,Marvo KG929,19.90 ,2,5.0,1,,,0,Membrane
852,Rebeltec Maximus,15.40 ,8,4.3,4,,,0,Membrane
853,A4Tech B120,33.90 ,1,5.0,2,,,0,Membrane
854,Armaggeddon AK-566i,35.00 ,2,4.4,5,,,0,Membrane
855,Motospeed K96 Camo (Outemu Blue),49.02 ,13,4.4,24,,,2,Outemu Blue
856,Motospeed K82 Pink (Outemu Blue),43.66 ,12,4.8,12,,,2,Outemu Blue
857,Motospeed Inflictor CK104 RGB Red (Outemu Black),33.10 ,9,4.7,914,,,2,Outemu Black
858,Motospeed CK101 White (Outemu Red),40.00 ,6,4.0,22,,,2,Outemu Red
859,Motospeed CK101 Black (Outemu Blue),39.00 ,8,4.0,22,,,2,Outemu Blue
860,Rebeltec Interceptor,19.50 ,7,4.0,2,,,0,Membrane
861,White Shark Viking 2,14.11 ,11,0.0,0,,,0,Membrane
862,Lamtech LAM021226,11.04 ,8,0.0,0,,,0,Key Lights
863,SteelSeries Apex 100,49.90 ,0,4.4,5,,,0,Membrane
864,Defender Xenda Combo MKP-008,25.15 ,9,0.0,0,,,0,Membrane
865,Genius K5,14.00 ,13,4.2,5,,,0,Membrane
866,Razer DeathStalker Essential (US),44.90 ,4,4.5,11,,,0,Membrane
867,Genesis RHOD 420 RGB,22.46 ,3,3.8,5,,,0,Membrane
868,Marvo CM370,29.50 ,4,3.8,4,,,0,Membrane
869,Element KB-1000G,15.90 ,10,3.9,48,,,0,Membrane
870,Rebeltec Fighter,27.78 ,7,5.0,1,,,0,Key Lights
871,Logic LK-21,4.66 ,2,4.7,3,,,0,Full Size
872,Trust GXT 845 Tural,40.00 ,0,4.3,3,,,0,Key Lights
873,Redragon Vara RGB,55.00 ,0,5.0,1,,,0,Custom Blue
874,Trust Rgb Wired Keyboard Black,22.80 ,8,0.0,0,,,0,Key Lights
875,CoolerMaster MasterKeys Pro L RGB (Cherry MX Red),175.00 ,1,4.4,5,,,0,Cherry MX Red
876,Omega Varr RGB,12.00 ,7,3.0,1,,,0,Membrane
877,HP Pavilion Gaming Keyboard 800,66.35 ,10,0.0,0,,,0,Custom Mechanical
878,Razer Cynosa V2,68.50 ,6,0.0,0,,,0,Key Lights
879,iMice AK-700,18.99 ,13,0.0,0,,,0,Membrane
880,SteelSeries Apex 7,159.98 ,11,3.0,2,,,0,SteelSeries Red
881,iMice AN-300-X7,18.96 ,3,4.0,1,,,0,Key Lights
882,Spirit of Gamer Single Hand,39.90 ,11,0.0,0,,,0,Custom Mechanical
883,iMice AK-200,17.60 ,8,0.0,0,,,0,Key Lights
884,Fury Typhoon,4.56 ,0,5.0,1,,,0,Key Lights
885,Motospeed K96 CamoGreen (Outemu Black),39.52 ,7,4.4,24,,,0,Outemu Black
886,Zeroground Taigen KB-2000G,71.99 ,2,4.2,10,,,0,Custom Mechanical
887,Defender Killing Storm Combo MKP-013L,34.75 ,7,0.0,0,,,0,Membrane
888,Motospeed K96 Black (Red Switches),42.82 ,8,4.4,24,,,0,Custom Red
889,Havit HV-KB675CM,49.00 ,5,3.5,2,,,0,Key Lights
890,Motospeed K22 (Outemu Blue),16.69 ,8,0.0,0,,,0,Outemu Blue
891,HyperX Alloy Origins Core Mechanical Gaming Keyboard (HyperX Aqua),109.99 ,0,4.0,1,,,0,HyperX Aqua
892,HyperX Alloy Origins (HyperX Red),109.00 ,6,5.0,8,,,0,HyperX Red
893,Defender GK-170L,34.99 ,8,0.0,0,,,0,Custom Mechanical
894,Canyon Nightflyer Gaming Set,65.00 ,6,0.0,0,,,0,Key Lights
895,Defender GK-150DL,26.27 ,8,0.0,0,,,0,Membrane
896,Armaggeddon AK-300X,9.71 ,12,0.0,0,,,0,Membrane
897,Canyon Leonof Gaming Set Black/Orange,39.99 ,6,0.0,0,,,0,Key Lights
898,Canyon Fobos Black-Orange,21.90 ,7,0.0,0,,,0,Key Lights
899,SpeedLink Ultor Illuminated,92.70 ,3,5.0,1,,,0,Kailh Red
900,HP Encoder (Cherry MX Red),123.00 ,8,0.0,0,,,0,Cherry MX Red
901,Havit HV-KB500L,15.20 ,4,0.0,0,,,0,Membrane
902,Asus Cerberus MK II,39.99 ,0,5.0,1,,,0,Key Lights
903,Armaggeddon MKO 13R Enterprise White,69.24 ,8,5.0,1,,,2,Custom Mechanical
904,Motospeed K82 Black (Outemu Red),37.97 ,7,4.8,12,,,2,Outemu Red
905,Motospeed CK101 Black (Outemu Red),39.00 ,7,4.0,22,,,2,Outemu Red
906,Motospeed Inflictor CK104 RGB Red (Outemu Brown),35.89 ,7,4.7,914,,,2,Outemu Brown
907,Esperanza Shadow Red,7.23 ,7,0.0,0,,,2,Membrane
908,Ducky One 2 RGB TKL (Cherry MX Red),169.90 ,2,0.0,0,,,0,Cherry MX Red
909,CoolerMaster MasterSet MS120 RGB,66.75 ,0,4.0,7,,,0,Key Lights
910,Logitech G815 Lightsync RGB (GL Tactile),179.90 ,7,5.0,1,,,0,GL Tactile
911,Esperanza NINJA,9.30 ,3,4.0,1,,,0,Full Size
912,Motospeed K96 CamoOrange (Outemu Brown),42.18 ,6,4.4,24,,,0,Outemu Brown
913,iMice MK-X80 (Custom Blue),54.43 ,6,0.0,0,,,0,Custom Blue
914,Baseus Gamo,34.90 ,6,0.0,0,,,0,Custom Mechanical
915,Canyon Nightfall Black-Gray,51.99 ,5,0.0,0,,,0,Key Lights
916,Canyon Hazard,39.99 ,5,0.0,0,,,0,Key Lights
917,Corsair Strafe RGB MK.2 Mechanical,159.00 ,3,4.0,2,,,0,Cherry MX Silent Red
918,HP Encoder (Cherry MX Brown),123.00 ,7,0.0,0,,,0,Cherry MX Brown
919,Havit HV-KB492L,45.00 ,6,0.0,0,,,0,Custom Mechanical
920,Havit HV-KB488L,19.90 ,3,0.0,0,,,0,Membrane
921,Motospeed Κ23,19.90 ,2,4.0,3,,,0,Kailh Box White
922,Motospeed CK888 (Outemu Green),46.70 ,5,4.4,82,,,0,Outemu Green
